"","iso3","country","hdicode","hdi_rank_2022","gii_rank_2022","year","hdi","life_expectancy","pop_millions","hdi_f","hdi_m","life_expec_f","life_expec_m","expec_yr_school","expec_yr_school_f","expec_yr_school_m","mean_yr_school","mean_yr_school_f","mean_yr_school_m","gross_inc_percap","gross_inc_percap_f","gross_inc_percap_m","gender_development","gender_inequality","secondary_education_f_%","secondary_education_m_%","seats_in_parliament_f_%","seats_in_parliament_m_%","labour_participation_f_%","labour_participation_m_%","co2_emission_tons","mat_footprint_percap_tons"
"458","BGD","Bangladesh","Medium",129,127,2018,0.636,72.567,163.683958,0.594480221,0.66451341,74.346,70.889,11.39918995,11.6511898,11.15711021,6.385879993,5.798319817,6.998960018,5331.387686,2917.318763,7776.77237,0.895,0.531,39.8609314,47.58908081,20.28571429,79.71428571,37.17,80.79,0.50436036,4.8511
"459","BGD","Bangladesh","Medium",129,127,2019,0.646,72.806,165.516222,0.60849742,0.670612215,75.09,70.713,11.67276001,12.02892971,11.32941532,6.549980164,5.977169991,7.140940189,5689.300542,3170.056918,8244.965376,0.907,0.521,41.12942123,48.35039139,20.63037249,79.36962751,38.25,81.15,0.608954813,5.0147
"460","BGD","Bangladesh","Medium",129,127,2020,0.657,71.968,167.4209505,0.619430608,0.68291174,73.957,70.187,11.94633007,12.40666962,11.50172043,7.379059792,6.755380154,8.020810127,5822.800881,3272.145361,8413.176878,0.907,0.502,43.65986785,50.50793677,20.91690544,79.08309456,38.74,81.27,0.559159409,4.5993
"461","BGD","Bangladesh","Medium",129,127,2021,0.662,72.381,169.356251,0.624948823,0.68795021,74.267,70.599,11.94633007,12.40666962,11.50172043,7.379059792,6.755380154,8.020810127,6220.542581,3518.545078,8966.290086,0.908,0.5,43.65986785,50.50793677,20.85714286,79.14285714,39.15,81.39,0.583152966,4.6834
"462","BGD","Bangladesh","Medium",129,127,2022,0.67,73.698,171.1863725,0.63460476,0.694222638,76.012,71.514,11.94633007,12.40666962,11.50172043,7.379059792,6.755380154,8.020810127,6511.122178,3684.291333,9386.85327,0.914,0.498,43.65986785,50.50793677,20.85714286,79.14285714,39.15,81.39,0.583152966,4.6457
"463","BRB","Barbados","Very High",62,70,1990,0.728,72.752,0.258868,0.715277174,0.737223766,75.15,70.165,12.94987011,12.74997044,13.14805984,8.369409254,8.535935625,8.202882882,13706.56564,10807.26738,16835.8832,0.97,0.377,69.39021444,63.38045297,18.36734694,81.63265306,60.18,75.65,4.926449001,NA
"464","BRB","Barbados","Very High",62,70,1991,0.729,72.843,0.259402,0.71791361,0.737616474,75.286,70.219,13.08701791,12.97258483,13.20085769,8.499922319,8.693430224,8.306414413,13181.2988,10349.49953,16236.43213,0.973,0.379,71.87149331,65.29014125,18.36734694,81.63265306,58.21,73.25,5.467189921,NA
"465","BRB","Barbados","Very High",62,70,1992,0.729,72.915,0.2602125,0.719140617,0.735967368,75.371,70.278,13.2241657,13.19519922,13.25365554,8.630435384,8.850924822,8.409945945,12260.67319,9706.589241,15017.9657,0.977,0.383,74.35277218,67.19982954,18.36734694,81.63265306,59.27,74,5.233425053,NA
"466","BRB","Barbados","Very High",62,70,1993,0.733,73.19,0.2609955,0.724108495,0.738884909,75.813,70.387,13.3613135,13.41781362,13.30645339,8.760948449,9.008419421,8.513477476,12232.15263,9495.926248,15188.57489,0.98,0.368,76.83405105,69.10951782,18.36734694,81.63265306,60.13,74.22,4.202762505,NA
"467","BRB","Barbados","Very High",62,70,1994,0.738,73.211,0.2617115,0.732088496,0.741231264,75.882,70.364,13.4984613,13.64042801,13.35925123,8.891461514,9.16591402,8.617009008,12666.26181,10160.23431,15376.76556,0.988,0.365,79.31532991,71.01920611,18.36734694,81.63265306,60.99,74.43,4.4457266,NA
"468","BRB","Barbados","Very High",62,70,1995,0.742,73.298,0.2623035,0.737701853,0.743923866,75.89,70.526,13.6356091,13.86304241,13.41204908,9.021974579,9.323408618,8.72054054,12832.92603,10456.37456,15405.91876,0.992,0.362,81.79660878,72.92889439,18.36734694,81.63265306,62.78,74.49,4.891289844,NA
"469","BRB","Barbados","Very High",62,70,1996,0.746,73.546,0.2627935,0.742046766,0.748046921,76.138,70.772,13.77275689,14.0856568,13.46484693,9.015759671,9.275140965,8.756378377,13300.64547,10774.78391,16037.80409,0.992,0.364,81.18751133,73.83446225,18.36734694,81.63265306,61.45,73.44,5.095265095,NA
"470","BRB","Barbados","Very High",62,70,1997,0.75,73.547,0.2632245,0.742775573,0.752263357,76.129,70.787,13.90990469,14.3082712,13.51764478,9.009544763,9.017936741,8.792216215,13985.25656,11110.26759,17103.63512,0.987,0.366,80.57841388,74.74003012,18.36734694,81.63265306,62.22,73.96,5.852049965,NA
"471","BRB","Barbados","Very High",62,70,1998,0.751,73.728,0.2636415,0.744076081,0.75262031,76.276,71.006,14.04705249,14.53088559,13.57044262,9.003329855,9.036624613,8.828054053,13517.40992,10741.43753,16530.49655,0.989,0.365,79.96931643,75.64559798,18.36734694,81.63265306,62.51,74.15,5.963010446,NA
"472","BRB","Barbados","Very High",62,70,1999,0.753,74.039,0.2641695,0.747450358,0.75549492,76.481,71.418,14.18420029,14.75349998,13.62324047,8.997114948,9.055312486,8.863891891,13513.28294,10749.40185,16514.39173,0.989,0.353,78.22525958,76.55116584,20.40816327,79.59183673,62.79,74.34,6.258848469,NA
"473","BRB","Barbados","Very High",62,70,2000,0.76,74.089,0.264657,0.75538091,0.760888164,76.368,71.63,14.2673502,15.04510021,13.50316048,8.99090004,9.074000359,8.899729729,15001.52448,11903.89238,18366.21319,0.993,0.358,78.69387817,77.4567337,20.40816327,79.59183673,63.08,74.53,6.607798018,NA
"474","BRB","Barbados","Very High",62,70,2001,0.761,74.247,0.2653765,0.755836435,0.762330916,76.425,71.881,14.36353016,15.07314014,13.66191959,9.096553473,9.186127594,8.923621621,14540.47,11595.94735,17741.1866,0.991,0.36,80.47623093,77.8658198,20.40816327,79.59183673,63.36,74.72,6.224729347,NA
"475","BRB","Barbados","Very High",62,70,2002,0.765,74.366,0.266455,0.759624511,0.764701959,76.481,72.065,14.53754012,15.29771852,13.78235292,9.202206907,9.29825483,8.947513512,14540.30513,11612.05438,17726.38798,0.993,0.353,82.25858369,78.2749059,20.40816327,79.59183673,63.65,74.91,6.220937869,NA
"476","BRB","Barbados","Very High",62,70,2003,0.769,74.472,0.267499,0.765090443,0.767425111,76.668,72.091,14.71155008,15.52229691,13.90278625,9.307860341,9.410382065,8.971405404,14855.48379,11867.58883,18109.87276,0.997,0.355,84.04093644,78.683992,17.64705882,82.35294118,63.93,75.1,6.353294779,NA
"477","BRB","Barbados","Very High",62,70,2004,0.774,74.727,0.268505,0.769551121,0.770926456,76.835,72.433,14.88556004,15.74687529,14.02321959,9.413513774,9.522509301,8.995297296,14947.69385,11927.72132,18240.82961,0.998,0.347,85.8232892,79.0930781,17.64705882,82.35294118,64.38,75.4,6.406584607,NA
"478","BRB","Barbados","Very High",62,70,2005,0.779,74.89,0.269477,0.775454035,0.77496818,76.942,72.652,15.05956999,15.97145367,14.14365292,9.519167208,9.634636536,9.019189188,15448.4397,12384.39658,18793.6333,1.001,0.344,87.60564196,79.50216419,17.64705882,82.35294118,63.93,74.79,6.540446866,NA
"479","BRB","Barbados","Very High",62,70,2006,0.784,75.068,0.2704255,0.781169861,0.778673275,77.2,72.751,15.23357995,16.19603205,14.26408625,9.546098475,9.672012282,9.039099098,16011.56998,12846.03841,19472.20012,1.003,0.34,88.0121786,79.90939081,17.64705882,82.35294118,63.48,74.18,6.564481834,NA
"480","BRB","Barbados","Very High",62,70,2007,0.789,75.342,0.271444,0.787288557,0.783275844,77.497,73.002,15.40758991,16.42061043,14.38451958,9.573029743,9.709388027,9.059009008,16660.5044,13379.68559,20251.51819,1.005,0.336,88.41871524,80.31661743,17.64705882,82.35294118,63.04,73.56,6.639306818,NA
"481","BRB","Barbados","Very High",62,70,2008,0.792,75.447,0.2726355,0.791817523,0.784974524,77.576,73.137,15.694345,16.86798477,14.51129484,9.59996101,9.746763772,9.078918918,16508.26701,13274.74178,20050.68376,1.009,0.373,88.82525188,80.72384404,13.7254902,86.2745098,62.59,72.95,7.634749757,NA
"482","BRB","Barbados","Very High",62,70,2009,0.794,75.678,0.2737915,0.794601891,0.785453671,77.819,73.357,15.98110008,17.31535912,14.63807011,9.626892278,9.784139517,9.098828828,15749.63089,12586.08974,19218.53311,1.012,0.35,89.23178852,81.13107066,19.60784314,80.39215686,62.14,72.34,7.305207257,NA
"483","BRB","Barbados","Very High",62,70,2010,0.792,75.712,0.274711,0.792262525,0.783659566,77.68,73.567,15.7196703,16.9009304,14.52532005,9.653823545,9.821515262,9.118738738,15623.61226,12987.46684,18513.79358,1.011,0.35,89.63832516,81.53829727,19.60784314,80.39215686,61.9,71.8,6.71651299,NA
"484","BRB","Barbados","Very High",62,70,2011,0.79,75.917,0.2754865,0.791013641,0.780912956,77.869,73.785,15.68015003,16.90377998,14.44200039,9.662110089,9.858891007,9.104801801,14842.24481,12384.68015,17533.20513,1.013,0.348,90.51548303,82.20771089,19.60784314,80.39215686,63.04,72.68,7.047545066,NA
"485","BRB","Barbados","Very High",62,70,2012,0.793,76.099,0.2761975,0.794092268,0.783587825,78.031,73.989,15.77245143,17.05208522,14.47826152,9.670396633,9.896266753,9.090864864,15166.06931,12506.68549,18074.77981,1.013,0.346,91.3926409,82.8771245,19.60784314,80.39215686,61.04,71.92,6.529397495,NA
"486","BRB","Barbados","Very High",62,70,2013,0.793,76.275,0.276865,0.796051394,0.783164351,78.213,74.163,15.86529616,17.20169162,14.5146137,9.678683176,9.933642498,9.076927927,14845.30143,12352.06424,17569.53857,1.016,0.335,92.26979878,83.54653812,21.56862745,78.43137255,62,72.04,6.581185776,NA
"487","BRB","Barbados","Very High",62,70,2014,0.795,76.476,0.277493,0.799284732,0.783583622,78.436,74.342,15.95868743,17.35261059,14.55105716,9.68696972,9.971018243,9.06299099,14792.04858,12439.64861,17359.97306,1.02,0.33,93.14695665,84.21595173,21.56862745,78.43137255,60.53,67.73,6.090604087,NA
"488","BRB","Barbados","Very High",62,70,2015,0.798,76.65,0.278083,0.803190726,0.78542826,78.591,74.54,16.05262844,17.50485364,14.58759211,9.695256264,10.00839399,9.049054053,15077.82008,12753.81264,17612.61567,1.023,0.334,94.02411453,84.88536535,19.60784314,80.39215686,60.81,67.41,6.064376463,NA
"489","BRB","Barbados","Very High",62,70,2016,0.801,76.815,0.278649,0.812032031,0.784109168,78.724,74.737,16.14712244,17.6584324,14.6242188,9.734617347,10.07691619,9.059009008,15416.23874,14242.62737,16695.29817,1.036,0.332,94.36456393,85.16428769,19.60784314,80.39215686,61.87,69.34,6.078256157,NA
"490","BRB","Barbados","Very High",62,70,2017,0.803,76.936,0.279187,0.809424136,0.789675827,78.841,74.863,16.24217267,17.81335858,14.66093746,9.77397843,10.14543839,9.068963963,15471.38989,12931.4012,18237.50674,1.025,0.333,94.70501333,85.44321003,19.60784314,80.39215686,60.51,68.61,5.890675425,NA
"491","BRB","Barbados","Very High",62,70,2018,0.804,77.067,0.2796885,0.81094031,0.790217602,78.958,75.013,16.33778243,17.969644,14.6977483,9.813339513,10.21396059,9.078918918,15219.56441,12659.35791,18005.6251,1.026,0.315,95.04546273,85.72213237,27.45098039,72.54901961,59.47,68.06,5.919453105,NA
"492","BRB","Barbados","Very High",62,70,2019,0.806,77.257,0.2801795,0.813295469,0.790911723,79.123,75.23,16.43395498,18.1273006,14.73465157,9.852700596,10.28248279,9.088873873,15151.97401,12786.61822,17724.12276,1.028,0.309,95.38591214,86.00105471,29.41176471,70.58823529,59.03,65.87,5.948675851,NA
"493","BRB","Barbados","Very High",62,70,2020,0.803,77.393,0.280693,0.808905971,0.786365511,79.21,75.418,16.53069367,18.28634039,14.7716475,9.89206168,10.35100499,9.098828828,13607.0609,11589.20874,15799.46219,1.029,0.296,95.72636154,86.27997705,29.41176471,70.58823529,58.6,65.51,4.394480803,NA
"494","BRB","Barbados","Very High",62,70,2021,0.803,77.571,0.2811995,0.80903694,0.786891193,79.359,75.629,16.53069367,18.28634039,14.7716475,9.89206168,10.35100499,9.098828828,13484.80353,11472.1547,15669.59706,1.028,0.296,95.72636154,86.27997705,29.41176471,70.58823529,58.17,65.14,4.361308677,NA
"495","BRB","Barbados","Very High",62,70,2022,0.809,77.706,0.281635,0.815370599,0.791955966,79.581,75.677,16.53069367,18.28634039,14.7716475,9.89206168,10.35100499,9.098828828,14810.23783,12594.97579,17213.53176,1.03,0.289,95.72636154,86.27997705,32.65306122,67.34693878,58.17,65.14,4.361308677,NA
"496","BLR","Belarus","Very High",69,29,1990,NA,69.935,10.428525,NA,NA,74.472,65.145,12.5394001,12.97064533,12.10815487,NA,NA,NA,8890.425224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.38930242,NA
"497","BLR","Belarus","Very High",69,29,1991,NA,69.716,10.4576165,NA,NA,74.585,64.673,12.34269047,12.76717061,11.91821032,NA,NA,NA,8779.68902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.951760521,NA
"498","BLR","Belarus","Very High",69,29,1992,NA,69.4,10.4759075,NA,NA,74.231,64.436,12.08434963,12.49994512,11.66875414,NA,NA,NA,7919.421393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.923618738,NA
"499","BLR","Belarus","Very High",69,29,1993,NA,68.641,10.4804835,NA,NA,73.868,63.422,12.00782013,12.42078368,11.59485658,NA,NA,NA,7301.407965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.686839654,NA
"500","BLR","Belarus","Very High",69,29,1994,NA,69.232,10.4753945,NA,NA,75.162,63.434,11.95841026,12.36967455,11.54714598,NA,NA,NA,6431.140315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.479889303,NA
"501","BLR","Belarus","Very High",69,29,1995,0.674,68.797,10.461696,0.681805334,0.666453992,74.967,62.866,12.00144958,12.41419404,11.58870513,9.956694897,9.662980318,10.33331068,5784.510234,4927.886226,6759.884523,1.023,NA,77.55313459,89.07688482,NA,NA,42.86,37.64,5.821771155,NA
"502","BLR","Belarus","Very High",69,29,1996,0.681,68.901,10.436459,0.694661062,0.667716776,75.049,62.988,12.36343956,12.78863329,11.93824583,10.04010863,9.756690622,10.40302972,5976.669455,5648.129387,6351.374424,1.04,NA,78.30278529,89.47265562,NA,NA,42.86,37.64,5.915301349,NA
"503","BLR","Belarus","Very High",69,29,1997,0.687,68.652,10.4009235,0.69863339,0.677362455,74.855,62.733,12.48472023,12.91408495,12.05535551,10.12422118,9.851309716,10.47321915,6669.021893,5908.155488,7538.193533,1.031,NA,79.05968233,89.87018483,NA,NA,46,45.8,5.921435442,NA
"504","BLR","Belarus","Very High",69,29,1998,0.693,68.641,10.357466,0.700901653,0.68539911,74.898,62.697,12.49038982,12.91994953,12.06083012,10.20903839,9.946846413,10.54388216,7260.979924,6006.604374,8696.047432,1.023,NA,79.82389575,90.26948028,NA,NA,49.37,55.73,5.800009385,NA
"505","BLR","Belarus","Very High",69,29,1999,0.698,68.375,10.308283,0.702386968,0.692287134,74.608,62.487,12.7841938,13.22385779,12.34452982,10.29456617,10.04330961,10.61502192,7576.539267,5888.945603,9509.700331,1.015,NA,80.59549627,90.6705498,NA,NA,52.74,65.66,5.623196414,NA
"506","BLR","Belarus","Very High",69,29,2000,0.708,69.18,10.2564825,0.713678411,0.699794439,75.246,63.357,13.07799778,13.11243572,12.65256405,10.38081047,10.1407083,10.68664167,8026.399109,6822.23398,9407.202726,1.02,NA,81.37455531,91.07340129,NA,NA,52.82,64.37,5.353297032,NA
"507","BLR","Belarus","Very High",69,29,2001,0.713,68.864,10.2012085,0.719490513,0.704557487,74.846,63.151,13.37180176,13.45475874,12.94843102,10.4677773,10.23905155,10.75874464,8451.600971,7237.637041,9844.709216,1.021,0.257,82.16114495,91.47804265,18.35443038,81.64556962,52.9,63.08,5.293784296,NA
"508","BLR","Belarus","Very High",69,29,2002,0.718,68.484,10.1353875,0.726457768,0.708204021,74.667,62.681,13.66560574,13.79708176,13.24429798,10.5554727,10.33834851,10.83133408,8943.528547,7707.002018,10363.81412,1.026,0.226,82.95533799,91.88448185,18.35443038,81.64556962,52.98,61.79,5.312485324,NA
"509","BLR","Belarus","Very High",69,29,2003,0.728,68.939,10.065878,0.737166454,0.717852149,75.081,63.14,13.95940971,14.13940477,13.54016495,10.64390279,10.43860845,10.90441329,9665.064997,8358.063002,11168.0568,1.027,0.208,83.75720793,92.29272687,18.35443038,81.64556962,53.06,60.5,5.47274664,NA
"510","BLR","Belarus","Very High",69,29,2004,0.74,69.406,9.9997125,0.749298649,0.729858444,75.453,63.648,14.25321369,14.48172779,13.83603191,10.73307371,10.53984069,10.97798557,10827.63384,9335.33495,12545.65575,1.027,0.157,84.56682897,92.70278573,30.12048193,69.87951807,53.14,59.21,5.825517775,NA
"511","BLR","Belarus","Very High",69,29,2005,0.749,69.416,9.935163,0.760598114,0.737177353,75.601,63.578,14.54701767,14.82405081,14.13189888,10.82299168,10.64205467,11.05205424,11950.98438,10477.10068,13649.87801,1.032,0.155,85.38427604,93.11466649,29.76190476,70.23809524,53.22,57.92,5.969735977,NA
"512","BLR","Belarus","Very High",69,29,2006,0.761,69.988,9.8746995,0.772150416,0.748948657,76.008,64.227,14.84082165,15.16637383,14.42776585,10.91366295,10.74525991,11.12662265,13174.19784,11555.11324,15042.70474,1.031,0.149,86.20962478,93.52837725,29.76190476,70.23809524,53.3,56.63,6.252706411,NA
"513","BLR","Belarus","Very High",69,29,2007,0.772,70.762,9.825986,0.782839214,0.761752896,76.556,65.108,15.13462563,15.50869684,14.72363281,11.00509383,10.84946601,11.20169418,14299.7935,12387.32858,16508.70474,1.028,0.15,87.04295158,93.94392613,29.76190476,70.23809524,53.55,57.22,6.128453674,NA
"514","BLR","Belarus","Very High",69,29,2008,0.782,70.922,9.787826,0.791943863,0.771810147,76.77,65.235,15.4284296,15.85101986,15.01949978,11.09729068,10.9546827,11.27727221,15749.94108,13287.20144,18596.60786,1.026,0.145,87.88433356,94.36132131,32.53012048,67.46987952,54.92,58.08,6.41985258,NA
"515","BLR","Belarus","Very High",69,29,2009,0.784,71.094,9.7577075,0.789881807,0.7775078,76.859,65.468,15.51830006,15.96689034,15.08568954,11.19025993,11.06091976,11.35336018,15705.63009,12188.04251,19775.65277,1.016,0.158,88.73384857,94.78057098,32.14285714,67.85714286,55.2,68.8,6.208189464,NA
"516","BLR","Belarus","Very High",69,29,2010,0.79,71.122,9.731427,0.800303628,0.779583001,76.952,65.462,15.55224037,15.99256992,15.12672043,11.28559198,11.1702878,11.43100214,16988.21859,14266.8299,20141.16776,1.027,0.148,89.60831757,95.20544205,32.14285714,67.85714286,60.25,70.48,6.416849245,NA
"517","BLR","Belarus","Very High",69,29,2011,0.798,71.516,9.7069815,0.805861539,0.788260543,77.426,65.772,15.69522953,16.12733078,15.27525997,11.38092403,11.27965584,11.5086441,18070.50266,14487.32665,22229.06684,1.022,0.145,90.48278656,95.63031311,32.14285714,67.85714286,65.3,72.17,6.315825693,NA
"518","BLR","Belarus","Very High",69,29,2012,0.805,72.614,9.693749,0.811397531,0.797338569,77.978,67.17,15.77573967,16.19182968,15.37001038,11.47625608,11.38902388,11.58628607,18187.99412,14776.31955,22152.64818,1.018,0.15,91.35725555,96.05518417,29.51807229,70.48192771,70.35,73.85,6.452127036,NA
"519","BLR","Belarus","Very High",69,29,2013,0.806,72.989,9.6911365,0.810594434,0.799669331,78.067,67.75,15.57808018,15.98523998,15.17710972,11.57158813,11.49839191,11.66392803,18137.47165,14626.13567,22219.76218,1.014,0.146,92.23172455,96.48005524,29.51807229,70.48192771,75.4,75.53,6.616932564,NA
"520","BLR","Belarus","Very High",69,29,2014,0.81,73.585,9.6937395,0.813393259,0.803843318,78.612,68.35,15.41368008,15.79640961,15.03859043,11.66692019,11.60775995,11.74157,18535.92459,14810.97263,22867.58062,1.012,0.137,93.10619354,96.9049263,29.51807229,70.48192771,80.45,77.22,6.565980371,NA
"521","BLR","Belarus","Very High",69,29,2015,0.809,73.987,9.700609,0.810856935,0.803901942,78.809,68.902,15.26385021,15.62183952,14.91265011,11.76225224,11.71712799,11.81921196,17569.76024,13994.15712,21728.24669,1.009,0.126,93.98066254,97.32979736,29.16666667,70.83333333,85.5,78.9,6.061361715,NA
"522","BLR","Belarus","Very High",69,29,2016,0.809,74.258,9.70811,0.811319974,0.803973684,78.994,69.24,15.18873024,15.49542046,14.88955021,11.85758429,11.82649603,11.89685392,17048.62688,13875.15266,20739.57496,1.009,0.117,94.85513153,97.75466843,33.92857143,66.07142857,66.91,75.19,5.98824076,NA
"523","BLR","Belarus","Very High",69,29,2017,0.811,74.452,9.707876,0.811044639,0.808075399,79.15,69.47,15.00545025,15.23233986,14.78567028,11.95291634,11.93586407,11.97449589,17666.59397,13921.44345,22023.6807,1.004,0.107,95.72960052,98.17953949,33.13253012,66.86746988,67.13,75.86,6.116878708,NA
"524","BLR","Belarus","Very High",69,29,2018,0.812,74.568,9.6955735,0.809345525,0.810020719,79.282,69.583,14.67171001,14.79650021,14.55329037,12.04824839,12.04523211,12.05213785,18287.08994,14041.6714,23228.89125,0.999,0.101,96.60406952,98.60441055,33.13253012,66.86746988,66.22,76.15,6.410853035,NA
"525","BLR","Belarus","Very High",69,29,2019,0.81,74.216,9.673971,0.809294609,0.806782843,79.375,68.943,14.40011024,14.42212963,14.38134956,12.14358044,12.15460014,12.12977982,18714.05989,14503.36216,23620.85901,1.003,0.098,97.47853851,99.02928162,34.93975904,65.06024096,66.34,75.49,6.418904915,NA
"526","BLR","Belarus","Very High",69,29,2020,0.8,72.513,9.6337405,0.803506582,0.795407223,77.866,67.306,14.26484013,14.2735796,14.25776958,12.24122445,12.26702163,12.20894866,18404.59728,14931.44965,22458.85069,1.01,0.1,98.37734548,99.45970879,34.70588235,65.29411765,65.68,75.46,6.130080322,NA
"527","BLR","Belarus","Very High",69,29,2021,0.801,72.438,9.5781675,0.802012319,0.797846125,77.697,67.298,14.19456005,14.23575974,14.1560297,12.24122445,12.26702163,12.20894866,19104.25276,14840.45052,24090.59105,1.005,0.099,98.37734548,99.45970879,34.70588235,65.29411765,65.77,74.91,6.362198529,NA
"528","BLR","Belarus","Very High",69,29,2022,0.801,73.246,9.5349545,0.801134982,0.798781621,78.384,68.09,13.98153019,13.91798019,14.04238033,12.24122445,12.26702163,12.20894866,18425.01061,14502.49303,23021.57386,1.003,0.096,98.37734548,99.45970879,34.70588235,65.29411765,65.79,75.26,6.362198529,NA
"529","BEL","Belgium","Very High",12,11,1990,0.814,76.055,9.9595605,0.791868097,0.830028363,79.332,72.701,14.09537029,14.1269598,14.06556988,9.406848637,9.008161203,9.85442042,35675.32938,22759.24086,49185.02531,0.954,0.18,58.00533796,65.90610671,15.83710407,84.16289593,36.55,61.04,12.07812393,29.3462
"530","BEL","Belgium","Very High",12,11,1991,0.818,76.196,9.98707,0.797369167,0.833568781,79.466,72.849,14.17916965,14.2242403,14.13663006,9.547434507,9.160702147,9.987475885,36326.46811,23674.08879,49558.43024,0.957,0.179,59.26007348,67.03947439,15.83710407,84.16289593,38.01,61.4,12.35223144,24.7535
"531","BEL","Belgium","Very High",12,11,1992,0.835,76.355,10.016455,0.815269468,0.848690671,79.665,72.973,15.44893503,15.54933977,15.35172033,9.688020377,9.313243092,10.12053135,36726.77183,24335.69726,49683.75091,0.961,0.175,60.51480901,68.17284206,15.83710407,84.16289593,38.9,61.15,12.22872763,26.277
"532","BEL","Belgium","Very High",12,11,1993,0.849,76.361,10.0437385,0.831296037,0.861863834,79.736,72.94,16.71870041,16.87443924,16.56681061,9.828606246,9.465784037,10.25358682,36585.91285,24640.6266,49075.70262,0.965,0.168,61.76954453,69.30620974,15.83710407,84.16289593,39.58,60.62,12.08951289,26.8097
"533","BEL","Belgium","Very High",12,11,1994,0.857,76.714,10.069182,0.839250666,0.869986756,79.996,73.352,17.01412964,17.1911602,16.84189987,9.969192116,9.618324982,10.38664228,37925.67505,25540.39935,50874.11441,0.965,0.162,63.02428005,70.43957742,15.83710407,84.16289593,40.16,61.16,12.39392634,28.3284
"534","BEL","Belgium","Very High",12,11,1995,0.864,76.838,10.095198,0.847396866,0.876099036,80.182,73.437,17.4025898,17.6298008,17.18029976,10.10977799,9.770865927,10.51969775,38656.26548,26164.11415,51715.95522,0.967,0.159,64.27901558,71.57294509,15.83710407,84.16289593,40.53,61.17,12.47487172,28.7152
"535","BEL","Belgium","Very High",12,11,1996,0.87,77.183,10.1232295,0.854131946,0.88147232,80.461,73.834,17.6801796,17.98302078,17.39060974,10.19661043,9.871872769,10.58414649,39138.3287,26589.34831,52257.60278,0.969,0.16,65.60419907,72.53747204,15.83710407,84.16289593,40.55,60.9,12.79025694,26.873
"536","BEL","Belgium","Very High",12,11,1997,0.874,77.4,10.1548725,0.858091317,0.884804525,80.548,74.16,17.6545728,17.98677063,17.33443642,10.28344288,9.972879611,10.64859523,40566.36119,27839.2824,53870.85205,0.97,0.158,66.92938257,73.50199898,15.83710407,84.16289593,41,60.66,12.20996188,25.1148
"537","BEL","Belgium","Very High",12,11,1998,0.876,77.474,10.1885375,0.860728269,0.886290523,80.558,74.3,17.62896601,17.99052048,17.27826309,10.37027533,10.07388645,10.71304397,41274.56139,28614.886,54506.59818,0.971,0.157,68.25456607,74.46652593,15.83710407,84.16289593,41.66,60.64,12.78137256,25.7345
"538","BEL","Belgium","Very High",12,11,1999,0.879,77.646,10.2242205,0.865919068,0.887850212,80.867,74.365,17.60335922,17.99427032,17.22208977,10.45710778,10.17489329,10.77749271,42589.24891,30044.84779,55699.10417,0.975,0.129,69.57974956,75.43105287,24.88687783,75.11312217,43.17,61.23,12.19468087,28.8878
"539","BEL","Belgium","Very High",12,11,2000,0.884,77.766,10.2643425,0.869314543,0.891795978,80.896,74.567,17.77131081,18.27807045,17.2779007,10.54394023,10.27590014,10.84194145,44162.28162,31282.41725,57621.07022,0.975,0.134,70.90493306,76.39557982,24.88687783,75.11312217,43.65,61.51,12.34579749,27.994
"540","BEL","Belgium","Very High",12,11,2001,0.889,78.081,10.3092555,0.870939744,0.899606538,81.157,74.919,18.30985069,18.9028492,17.73175049,10.64110988,10.37484561,10.93549608,44180.86287,30790.36669,58170.79877,0.968,0.137,71.55419681,77.07288345,24.88687783,75.11312217,41.87,60.51,12.2284394,26.603
"541","BEL","Belgium","Very High",12,11,2002,0.891,78.167,10.3555685,0.873327574,0.902889977,81.178,75.081,18.48284912,19.13451958,17.84882927,10.73827952,10.47379109,11.0290507,44672.89821,31499.13358,58433.15106,0.967,0.131,72.20346057,77.75018708,24.88687783,75.11312217,42.57,60.36,12.25070416,25.6413
"542","BEL","Belgium","Very High",12,11,2003,0.893,78.32,10.4025505,0.875253888,0.907099152,81.197,75.359,18.70292091,19.28200912,18.13797951,10.83544917,10.57273657,11.12260533,45027.55251,31939.29691,58693.44675,0.965,0.109,72.85272432,78.4274907,34.38914027,65.61085973,42.95,60.28,12.32854444,28.5259
"543","BEL","Belgium","Very High",12,11,2004,0.899,78.96,10.4561625,0.881064695,0.911272045,81.849,75.971,18.48070908,19.10183907,17.87425041,10.93261881,10.67168205,11.21615995,46185.42662,32865.05611,60088.28738,0.967,0.105,73.50198807,79.10479433,35.74660633,64.25339367,44.25,60.3,12.31530151,30.6268
"544","BEL","Belgium","Very High",12,11,2005,0.901,79.053,10.516978,0.883643226,0.914937244,81.859,76.149,18.83530998,19.60954094,18.07921982,11.02978846,10.77062752,11.30971457,46929.14679,33784.81215,60642.91684,0.966,0.103,74.15125183,79.78209796,35.74660633,64.25339367,45.69,61.38,11.94524701,30.7337
